state,fold,population,household.size,race.pctblack,race.pctwhite,race.pctasian,race.pcthisp,age.pct12to21,age.pct12to29,age.pct16to24,age.pct65up,num.urban,pct.urban,med.income,pct.wage.inc,pct.farmself.inc,pct.inv.inc,pct.socsec.inc,pct.pubasst.inc,pct.retire,med.family.inc,percap.inc,white.percap,black.percap,indian.percap,asian.percap,other.percap,hisp.percap,num.underpov,pct.pop.underpov,pct.less9thgrade,pct.not.hsgrad,pct.bs.ormore,pct.unemployed,pct.employed,pct.employed.manuf,pct.employed.profserv,pct.occup.manuf,pct.occup.mgmtprof,male.pct.divorce,male.pct.nvrmarried,female.pct.divorce,total.pct.divorce,ave.people.per.fam,pct.fam2parents,pct.kids2parents,pct.youngkids2parents,pct.teens2parents,pct.workmom.youngkids,pct.workmom,num.kids.nvrmarried,pct.kids.nvrmarried,num.immig,pct.immig.recent,pct.immig.recent5,pct.immig.recent8,pct.immig.recent10,pct.pop.immig,pct.pop.immig5,pct.pop.immig8,pct.pop.immig10,pct.english.only,pct.no.english.well,pct.fam.hh.large,pct.occup.hh.large,ave.people.per.hh,ave.people.per.ownoccup.hh,ave.people.per.rented.hh,pct.people.ownoccup.hh,pct.people.dense.hh,pct.hh.less3br,med.num.br,num.vacant.house,pct.house.occup,pct.house.ownoccup,pct.house.vacant,pct.house.vacant.6moplus,med.yr.house.built,pct.house.nophone,pct.house.no.plumb,value.ownoccup.house.lowquart,value.ownoccup.med,value.ownoccup.highquart,rent.lowquart,rent.med,rent.highquart,med.rent,med.rent.aspct.hhinc,med.owncost.aspct.hhinc.wmort,med.owncost.as.pct.hhinc.womort,num.in.shelters,num.homeless,pct.foreignborn,pct.born.samestate,pct.samehouse1985,pct.samecity1985,pct.samestate1985,land.area,pop.density,pct.use.publictransit,pct.police.drugunits,violentcrimes.perpop
CA,6,10.66092322,2.99,2.04,79.17,13.69,13.52,14.79,28.06,13.95,7.06,10.66092322,100,50981,88.31,0.55,48.82,17.98,4.46,15.41,54463,19147,20032,14246,10.08447489,9.720105434,12930,13311,7.547501683,4.46,3.38,12.49,26.62,4.48,71.44,21.49,20.71,9.65,33.49,8.47,31.21,13.74,11.18,3.3,78.17,73.34,90.75,76.71,62.91,72.04,6.224558429,1.69,8.793005091,13.3,19.86,30.48,37.73,2.05,3.07,4.71,5.83,78.92,3.58,7.45,5.99,2.98,3.03,2.86,70.66,6.84,32.52,3,6.079933195,97.04,69.41,1.15,17.43,1969,0.77,0.17,202500,252700,316800,619,722,905,811,26.7,22.3,11.3,0,0,15.44,49.54,54.34,73.08,90.63,2.066862759,6221.6,0.457424847,0,319.39
CA,6,10.93133755,2.31,2.88,84.9,10.44,4.99,10.27,23.58,10.36,13.73,10.92494878,99.36,55333,79.02,0.67,70.39,23.65,3.26,16.09,68790,32489,34296,23305,9.872719019,10.03801845,14992,19337,7.848543482,4.65,1.9,5.27,65.16,2.4,68.21,25.49,38.14,2.82,59.07,9.34,37.46,14.99,12.24,2.84,78.37,77.02,95.63,75.82,61.34,69.06,5.710427017,0.88,9.220092663,22.7,31.07,41.37,46.42,4.1,5.61,7.47,8.38,82.47,2.06,2.65,1.66,2.24,2.47,1.95,62.42,2.5,48.74,3,6.89060912,96.1,56.74,2.04,18.74,1955,0.67,0.2,359400,457800,500001,619,825,1001,851,25.9,21.6,10.9,2.63905733,2.48490665,18.06,36.22,51.22,69.24,83.07,3.238678452,2278.3,1.291983682,0,241.21
CA,6,9.945157188,4.37,0.49,65.84,5.22,84.57,19.55,36.85,19.42,5.09,9.945157188,100,27074,86.29,0.38,14.85,17.9,15.23,9.78,27157,8043,8582,3516,9.391077341,9.256937657,6427,7183,8.383433201,21.19,39.05,63.37,3.54,11.49,57.83,41.01,10.95,38.36,9,7.18,43.31,10.89,8.95,4.48,71.97,61.45,77.11,73.67,48.95,53.29,7.375882148,9.59,9.170975648,15.22,25.46,36.61,49.52,7.02,11.74,16.88,22.83,22.93,26.89,31.65,27.67,4.33,3.93,4.73,44.42,44.16,65.26,2,4.543294782,98.09,49.04,5.38,40.86,1960,7.27,1.5,129300,162400,189700,403,539,647,592,30.7,20,11.4,0,4.406719247,46.11,43.96,54.48,88.49,90.81,1.386294361,6959.3,1.774952351,0,1531.26
CA,6,10.03530498,4.34,1.15,30.38,1.76,88.92,19.01,36.96,19.06,3.73,10.03530498,100,22279,81.5,0.63,9.02,13.73,19.2,6.34,22245,5935,7144,6403,8.731659202,9.092794808,5280,5507,8.739055923,27.54,44.2,68.7,2.82,10.24,56.99,36.86,8.88,41.09,6.48,7.58,42.26,13.79,10.66,4.53,66.61,59.29,71.51,71.1,38.27,45.04,7.577633833,11.81,9.441769503,17.7,32.71,43.85,57.95,9.78,18.07,24.22,32.01,14,31.26,32.87,28.06,4.34,3.58,4.49,13.93,54.34,85.51,2,5.049856007,97.14,16.86,2.58,13.55,1964,7.74,1.4,116700,153500,201300,455,560,651,599,31.3,24.9,12.9,0,0,55.24,35.12,40.38,83.12,86.03,0.741937345,20014.9,2.297572551,0,1593.54
CA,6,9.700636704,2.27,6.01,70.7,19.56,8.11,9.56,23.73,10.12,11.57,9.700636704,100,34836,78.19,0.56,59.66,21.75,3.94,14.16,40527,18158,20214,17108,9.115370134,9.432283203,9627,11871,7.351799869,9.59,2.94,8.15,55.47,2.96,65.62,7.78,46.59,5.32,51.92,10.51,31.57,15.59,13.27,2.84,70.48,69.72,90.25,61.85,61.25,69.43,5.356586275,2.38,8.321907968,27.04,41.12,53.5,60.41,6.81,10.36,13.47,15.21,70.5,4.52,2.05,1.24,2.26,2.3,2.23,46.58,5.55,73.97,2,5.624017506,96.3,45.84,1.45,16.3,1945,0.7,0.25,194100,241800,289300,349,608,833,660,26,24,11.3,0,0,25.19,42.76,42.34,63.05,81.28,1.029619417,9255.7,2.917770732,0,601.38
CA,6,10.60789609,3.18,1.39,81.23,8.24,25.86,16.12,28.36,15.09,10.61,10.60789609,100,47143,83.09,0.56,46.16,26.41,5.31,20.19,50577,16415,17025,11496,9.642382495,9.613603057,13009,13477,7.317876199,3.89,5.46,18.94,17.8,4.57,64.75,23.08,20.26,13.48,25.88,7.09,31.45,10.58,8.89,3.38,83.2,75.14,91.29,83.09,61.34,68.27,6.244166901,1.72,8.767017621,12.62,18.11,28.9,37.94,2,2.87,4.59,6.02,74.07,3.7,8.82,7.21,3.06,3.06,3.04,82.53,7.05,22.91,3,6.436150368,95.33,82.43,0.16,6.58,1959,0.75,0.14,180200,209700,241700,568,699,912,791,28.5,22.6,11.2,0,0,15.87,53.09,59.81,84.01,93.72,2.208274414,4974.4,0.570979547,0,650.56
CA,6,10.35159699,2.83,0.83,91.59,6.48,4.11,13.81,21.1,9.95,7.67,10.35159699,100,74472,87.36,0.5,68.3,16.55,1.7,14.74,78863,31265,31909,27799,9.880167747,10.09232947,23084,26835,6.481577129,2.1,1.15,4.27,48.33,2.41,70.87,12.53,23.08,3.63,45.29,6.75,23.16,10.04,8.44,3.09,87.01,86.84,96.8,83.7,54.73,65.02,4.718498871,0.52,7.955775782,4.14,8.21,19.43,25.99,0.38,0.75,1.77,2.37,88.86,0.59,3.3,2.81,2.82,2.85,2.56,88.9,0.78,12.71,4,5.998936562,96.49,87.79,0.5,20.15,1975,0.07,0.13,283800,359200,450000,752,999,1001,1001,27.8,26.3,11.3,0,0,9.11,49.55,50.03,70.31,89.16,2.960105096,1708.1,1.619388243,0,25.7
FL,6,10.59893209,2.59,3.42,93.05,1.74,41.85,17.11,28.9,18.54,15.59,10.59893209,100,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,32232,7399,10.44825073,9.534233826,16943,27867,7.753623547,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,5.627621114,1.16,9.566335085,11.31,16.45,21.18,27.36,4.03,5.86,7.54,9.74,51.8,6.93,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,7.00488199,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,404,476,604,540,27.2,22.2,13.3,0,0,35.61,21.83,45.18,72.92,77.58,2.587764035,3272.2,1.413423029,6.02,974.36
CA,6,10.52193813,3.04,1.06,47.96,32.45,36.29,13.77,28.64,14.2,11.71,10.52193813,100,32559,77.74,0.51,37.06,23.06,11.63,12.92,35991,13733,17313,11260,9.612198984,9.278279355,9728,10416,8.619930269,15.17,14.87,29.14,21.79,6.15,59.54,16.25,21.07,13.28,25.09,7.95,35.83,12,10.09,3.47,73.05,69.01,76.13,80.23,53.92,60.21,6.872128101,3.61,9.670356795,20.21,30.51,43.53,56.89,8.62,13.02,18.57,24.28,41.72,17.14,12.4,9.19,3,2.97,3.02,48.09,21.14,67.48,2,6.255750042,95.92,48.49,1.92,24.42,1954,2.04,0.46,184600,251600,335800,501,620,734,672,30.1,25.7,11.5,0,0,42.67,40.75,44.59,82.46,84.95,1.667706821,8664.8,1.768149604,0,822.57
CA,6,10.64444823,2.48,1.9,88.68,5.11,9.42,23.32,47.67,34.93,10.54,10.64444823,100,25982,79.88,1.46,52.21,22.18,4.81,15.36,39769,14760,15394,8508,9.451795243,9.362718052,7287,8741,9.318387276,27.39,3.79,11.01,34.88,5.68,57.13,6.26,30.07,7.97,30.38,6.73,58.58,11.3,8.96,2.82,70.76,70.13,86.71,70.98,60.97,70.33,5.81711116,1.7,8.193400232,17.39,28.62,37,43.67,1.5,2.47,3.19,3.76,87.68,1.64,3.51,2.18,2.39,2.38,2.4,43.88,6.45,61.66,2,6.830874235,94.83,44.07,0.43,18.81,1969,1.64,0.35,196400,241100,303800,425,546,761,599,35.1,26.2,10.8,4.762173935,0.693147181,8.62,59.95,29.02,53.42,91.05,2.360854001,4363.4,1.10856262,0,589.98
FL,6,10.25993747,2.27,14.91,80.51,0.88,15.71,10.04,23.5,10.99,19.9,10.25993747,100,21665,66.24,0,38.37,38.38,4.46,18.47,25010,12130,13541,6190,9.184919995,9.073833127,6524,7767,8.466741648,17.08,14.15,32.9,12.51,5.64,55.43,6.16,22.25,11.21,17.85,15.11,31.75,15.33,15.22,2.88,62.69,57.78,60.93,64.64,60.57,65.87,7.091742115,5.82,8.669914278,15.13,29.14,41.69,55.48,3.08,5.94,8.5,11.31,71.53,8.17,5.75,3.23,2.21,2.2,2.22,55.33,7.78,78.33,2,8.028781162,80.38,55.57,3.46,29.74,1962,7.87,0.29,52100,66900,88300,327,387,450,453,29.3,24,12.7,0,3.17805383,20.39,20.17,42.8,74.38,78.35,1.916922612,4911.3,1.137833002,0,1680.3
CA,6,11.35711341,2.49,2.24,77.75,2.33,31.46,11.83,28.99,14.97,13.5,11.35711341,100,33667,75.02,1.26,48.54,27.32,6.01,14.9,40912,18934,21781,11372,9.445965701,9.644522504,7652,8412,9.267571005,12.68,10.13,20.9,33.12,4.6,65.45,11.42,27.61,8.46,31.04,11.21,40.82,15.94,13.64,3.04,69.29,63.88,81.66,71.12,62.21,68.78,7.582229194,3.72,9.866927297,22.05,32.7,42.22,51.44,4.97,7.37,9.51,11.59,69.74,9.09,9.23,5.22,2.41,2.5,2.35,43.68,10.61,67.49,2,7.538494999,94.82,42.17,0.53,17.52,1959,2.54,0.81,267500,346900,468300,532,670,897,715,31.9,27.9,11.1,5.752572639,3.850147602,22.53,42.42,41.54,74.17,85.6,3.025291076,4371.2,1.599387577,3.62,779.72
CA,6,10.14623763,3.35,1.55,78.88,6.63,22.02,12.66,26.08,10.6,3.58,10.14623763,100,60368,91.42,1.05,43.57,10.3,3.37,8.55,62131,19183,20528,21398,9.85266783,9.932366512,9574,11445,6.995766156,4.29,6.97,14.67,28.42,3.58,76.51,24.04,16.8,10.38,34.67,6.93,25.36,9.19,8.04,3.57,88.3,84.09,95.25,91.02,59.5,67.88,5.575949103,1.8,8.272570608,11.5,19.93,30.07,37.23,1.77,3.06,4.62,5.72,75.29,5.43,9.12,7.78,3.34,3.31,3.45,79.5,8.53,22.8,3,5.686975356,96.29,80.15,0,12.24,1984,0.92,0.47,215400,276800,350200,728,866,995,911,28.3,30.5,12.6,0,0,15.35,54.22,28.32,62.25,87.86,2.617395833,2007.4,0.207014169,0,236.6
CA,6,10.65386537,4.58,0.53,38.18,1.29,87.53,20.41,36.99,18.83,3.79,10.65386537,100,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,8.386172929,8.480736654,5636,5672,9.294313806,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,6.26,44.16,12.46,9.28,4.64,68.79,61.95,77.71,73.79,43.06,47.29,8.002359546,9.09,10.00192919,17.75,28.62,36.92,49.17,9.25,14.91,19.24,25.62,16.25,30.37,34.87,30.87,4.52,4.21,4.61,20.98,59.49,85.9,2,5.713732806,96.84,22.52,2.65,23.18,1960,10.34,0.89,127000,165200,214400,450,542,638,605,32.3,29.7,11.7,0,0,52.1,38.62,41.95,86.67,88.58,1.280933845,16265.4,2.038619547,0,1313.17
CA,7,10.89101929,3.08,0.95,78.23,17.73,8.11,16.68,29.12,15.57,6.56,10.89101929,100,56255,87.35,1.07,55.22,15.16,4.66,13.08,60350,20699,21973,21896,9.71389966,9.695171035,13286,14950,7.541152455,3.54,3.83,11.27,31.33,3.96,70.72,21.5,20.27,7.13,37.17,7.67,33.47,11.67,9.69,3.37,82.26,78.73,93.4,83.18,57.18,68.02,6.255750042,1.39,9.253399861,10.59,20.26,28.77,40.26,2.06,3.94,5.59,7.83,76.26,4.14,7.91,6.43,3.07,3.18,2.73,77.87,5.68,25.83,3,6.418364936,96.6,75.15,0.16,13.56,1971,0.27,0.12,244000,287000,354200,703,846,1001,893,28.5,22.3,11.8,0,1.386294361,19.44,43.27,56.39,81.78,89.24,2.32238772,5813.2,0.667829373,0,270.88
FL,7,9.596758567,2.74,29.48,68.08,0.6,3.41,15.09,26.32,13.42,15.36,0,0,25751,72.83,1.81,31.16,34.29,8.94,20.08,30456,11356,13539,6749,8.844912951,8.802071337,4942,7663,7.733683571,16.42,13.34,33.43,12.03,6.16,53.65,17.3,22.68,17.71,20.84,12.66,28.54,16.12,14.47,3.07,61.62,51.77,62.34,67.42,64.11,73.03,6.579251212,5.45,6.084499413,9.59,20.55,32.42,38.58,0.29,0.61,0.96,1.15,93.5,1.29,5.17,3.77,2.59,2.55,2.66,66.41,6.68,46.58,3,6.240275845,91.28,67.38,2.93,30.27,1962,11.64,0.92,38700,51400,70100,174,263,336,346,25.4,16.6,11.5,0,0,2.98,58.32,56.46,86.11,93.04,2.292534757,1653.5,0.39877612,13.97,1517.44
CA,7,10.3573618,3.31,1.2,68.17,4.01,47.27,16.13,29.6,13.79,6.68,0,0,40955,84.07,1.17,34.75,18.53,12.12,11.92,44133,14241,16300,13170,10.27997003,9.696278864,8185,8805,8.295548516,12.9,15.88,31.55,16.18,7.82,66.25,20.39,19.3,17.93,22.37,9.16,32.67,13.93,11.57,3.61,73.32,68.79,83.17,71.85,62.97,68.1,6.749931194,3.64,8.493719835,14.46,25.29,34.98,42.72,2.24,3.92,5.42,6.62,63.37,7.91,12.41,10.04,3.27,3.19,3.36,55.58,14.19,43.51,3,5.545177444,97.39,56.81,1.57,20.78,1975,5.01,0.35,191200,243300,290500,431,604,734,659,29.4,27.2,11.5,4.553876892,1.098612289,15.51,59.99,45.86,82.06,91.85,2.451005098,2962.6,0.862889955,0,790.2
FL,7,10.66862976,2.27,3.74,93.09,1.47,7.68,9.52,20.56,9.51,28.46,10.66862976,100,28465,62.64,0.2,44.95,46.24,3.14,21.06,35153,14897,15155,10299,9.756320762,9.451088057,11934,10315,8.102889135,7.72,7.15,25.43,12.26,5.29,52.49,11.75,16.21,10.79,21.43,8.81,21.22,10.48,9.71,2.75,77.51,74.62,87.41,78.33,65.45,74.31,6.32256524,1.63,8.670943791,11.08,17.8,20.86,28.35,1.5,2.41,2.83,3.85,83.69,2.46,3.11,2.08,2.26,2.26,2.26,78.26,2.67,69.64,2,7.907651595,87.45,78.25,0.52,29.89,1976,1.46,0.3,67300,83000,99900,461,538,662,627,28.2,23,13.6,0,0,13.56,15.74,51.34,77.11,81.07,2.32238772,4692.7,0.641853886,0,373.65
CA,7,10.38911844,3.1,5,82.24,8.51,10.26,22.42,32.35,21.82,10.52,10.38911844,100,53479,81.23,1.04,58.89,22.89,3.36,19.64,62203,22161,23521,20713,10.01211772,9.577549635,11970,12466,7.300472814,5.28,1.94,7.2,51.18,4.22,62.63,12.07,44.32,5.14,46.3,6.06,40.02,10.79,8.53,3.13,81.18,76.48,93.07,80.53,54.18,72.08,5.752572639,1.58,8.284504227,11.03,20.27,32.19,38.12,1.34,2.47,3.92,4.65,82.58,1.41,4.9,3.64,2.68,2.87,2.26,74.63,3.12,32.73,3,5.886104031,96.69,69.81,2.23,25.07,1964,0.93,0.29,185200,253900,333400,523,631,802,702,28.6,22.6,10.5,0,0,12.19,43.01,48.71,73.31,84.79,2.517696473,2850.1,0.542324291,0,358.64
CA,7,9.283869605,2.32,0.85,91.74,5.1,9.76,8.79,20.17,8.56,13.45,9.283869605,100,46502,78.97,1.7,56.88,24.66,3.39,14.38,56668,24947,24890,20891,9.687878049,10.36857286,13547,14719,6.327936784,5.24,2.85,8.03,39.91,2.43,67.43,10.33,37.32,4.85,46.94,10.93,30.29,14.96,13.05,2.9,75.04,75.34,89.73,69.84,53.06,63.85,4.110873864,0.87,6.863803391,10.67,19.56,24.06,26.46,0.95,1.74,2.14,2.35,88.54,1.22,3.08,1.94,2.3,2.53,1.92,67.26,2.38,52.05,2,5.480638923,95.09,60.9,1.67,39.75,1953,1.04,0.51,264000,357300,481200,502,640,794,692,24.6,23.9,11.4,0,0,8.88,54.34,56.52,89.29,93.27,1.410986974,3458.2,0.989541194,0,138.54
FL,7,9.493185767,2.6,1.88,92.57,1.97,41.82,11.12,22.18,10.04,13.94,9.493185767,100,31461,79.94,0.6,42.04,25.66,3.84,17.5,38874,15394,15810,9460,9.898776473,9.152499372,10710,11157,7.142827401,9.75,8.87,22.84,19.37,6.54,62.6,9.27,20.7,7.95,27.67,12.79,26.6,15.08,14,3.09,73.85,70.93,89.23,83.2,63.87,70.85,4.59511985,1.13,8.400659375,17.15,25.65,30.73,43.36,5.75,8.6,10.3,14.54,54.12,10.34,5.48,3.77,2.55,2.67,2.33,66.7,11.7,55.77,2,5.517452896,95.36,63.55,0.81,22.98,1956,4.38,2.06,84500,103700,133700,368,423,503,491,29.1,23.6,12.6,0,0,33.53,27.86,48.26,79.77,82.01,1.386294361,4364.5,1.363537374,0,950.27
CA,7,9.731512288,3.48,0.11,47.7,2.48,72.86,17.14,30.54,15.13,9.22,0,0,24470,77.19,1.78,24.03,27.39,18.31,11.75,26185,8461,10729,5071,9.108861203,9.603125427,5901,6455,8.158802491,21.04,34.08,50.77,6.69,15.72,55.32,18.17,15.84,25.55,14.71,7.14,33.38,12.32,9.8,3.76,70.65,64.16,70.94,78.15,59.62,68.18,6.733401892,5.65,8.285513309,13.77,26.91,34.65,47.57,3.24,6.34,8.16,11.2,41.77,18.13,16.06,13.53,3.46,3.3,3.66,53.59,23.46,52.07,2,4.574710979,98.05,56.19,5.21,38.54,1967,6.68,1.03,56500,69500,87200,243,325,388,404,28,23.8,12.2,0,0,23.55,57.15,54.42,90.11,94.02,1.757857918,3528.7,0,0,754.26
CA,7,10.36046926,2.43,1.4,89.31,6.98,6.65,10.27,24.1,10.07,10.55,10.36046926,100,46885,81.66,0.6,54.34,20.94,3.48,16.51,53641,21950,22457,21723,9.5965547,9.830970622,14042,17071,7.029972912,3.63,2.42,7.6,35.36,3.2,70.91,9.82,24.08,5.52,39.24,11.81,30.31,15.96,13.96,2.93,78.37,76.69,91.43,79.15,62.99,72.29,5.252273428,0.92,8.149601736,13.72,20.17,29.85,36.15,1.5,2.21,3.27,3.96,87.53,1.55,2.84,1.83,2.39,2.59,2.08,67.12,2.34,41.43,3,6.476972363,95.25,62.17,1.39,9.71,1968,0.53,0.04,185100,229400,288400,574,696,896,759,27.9,25.9,11.5,1.386294361,3.135494216,10.96,52.54,45.39,70.64,87.27,2.079441542,4489.1,2.43798973,0,534.69
CA,7,10.35408535,3.26,4.49,59.96,2.5,65.26,17.31,29.41,13.77,7.26,0,0,25147,76.78,1.43,21.64,22.16,16.87,12.04,28727,9898,12234,7638,9.084096645,9.292749508,5819,6357,8.879750799,23.25,23.25,40.47,13.52,13.9,52.69,6.82,26.8,12.79,26.17,8.69,30.42,13.73,11.32,3.69,71.46,66.91,73.54,77.51,45.62,54.55,7.031741259,4.43,9.123910644,13.76,20.83,27.36,34.07,4.02,6.09,7.99,9.96,37.08,15,12.61,9.9,3.21,3.31,3.09,54.23,21.55,56.04,2,6.306275287,94.63,52.54,2.56,28.15,1971,5.57,0.38,63600,79100,98500,257,350,443,431,31.1,21.4,12,3.988984047,0,29.22,49.48,47.88,78.47,88.36,2.014903021,4849.2,0.470003629,0,690.81
CA,7,10.53664585,2.82,5.21,76.28,13.63,13.54,12.25,25.31,11.47,6.95,10.53664585,100,47533,87.27,0.5,45.94,17.45,5.27,13.55,52161,18553,19583,14550,9.757652204,9.648014489,14532,14932,7.434257382,4.52,3.42,13.45,22.81,3.35,73.39,7.56,21.95,9.42,27.96,9.65,31.32,13.77,11.75,3.24,77.69,73.76,88.62,79.48,64.01,75.09,6.349138991,2.36,8.617581365,8.3,12.63,22.92,32.5,1.22,1.85,3.36,4.77,80.34,1.9,6.49,4.78,2.81,2.97,2.5,70.48,6.23,37.13,3,5.993961427,97.09,66.72,1.25,17.5,1963,0.76,0.26,223900,266800,314100,640,749,924,839,28.2,25.3,11.7,1.386294361,0,14.67,59.21,55.34,76.23,92.43,2.646174797,2877.3,2.261763098,0,619.57
CA,7,10.53608823,3.01,7.85,70.52,5.42,26.83,12.41,27.18,11.59,7.86,10.53608823,100,31702,79.69,0.97,35.24,20.36,11.15,17.83,35321,13384,14655,17088,9.208739091,9.2623634,6720,8647,8.570923514,15.07,8.98,21.56,14.22,7.34,58.67,16.04,18.09,12.66,21.47,13.2,31.24,16.55,14.78,3.28,69.23,65.94,75.68,69.62,54.79,64.36,7.161622003,4.9,8.528726427,23.12,30.93,37.83,50.07,3.1,4.15,5.08,6.73,77.2,6.6,8.45,6.13,2.81,2.75,2.88,50.72,10.88,50.63,2,6.630683386,94.29,51.86,0.26,17.17,1969,4.54,0.35,122500,144600,172100,377,463,579,514,28.7,24.3,11.6,3.091042453,4.787491743,13.43,46.28,35.92,74,84.82,2.533696814,3233.3,0.343589704,0,467.36
CA,7,10.81673365,2.75,23.5,32.16,33.23,23.08,12.44,27.8,13.22,9.81,10.81673365,100,33063,83.08,0.48,33.5,21.51,7.97,12.46,37096,14601,14848,14587,9.173572648,9.696032786,8897,9166,8.474911799,9.78,10.13,26.64,16.47,5.88,65.08,26.66,17.03,14.75,22.23,10.53,37.21,15.35,12.99,3.26,66.85,62.14,78.97,69.06,63.01,67.59,7.650168701,6.01,9.586582621,16.46,26.82,41.39,53.7,4.81,7.84,12.1,15.69,57.92,10.36,8.45,5.85,2.7,2.71,2.69,46.79,17.7,69.6,2,6.81563999,95.21,46.62,0.99,11.96,1959,2.46,0.59,165700,200200,244500,497,592,699,646,28.5,21.7,10.9,0,0,29.22,41.82,53.58,87.43,90.1,1.871802177,9109.5,1.545432582,0,2037.32
CA,7,10.47175155,2.75,2.01,87.1,8.99,5.85,14.1,26.5,12.01,4.06,10.47175155,100,63607,92.19,0.69,55.58,9.64,1.76,9.53,68739,25196,25806,25648,10.01270064,9.840068405,28695,21065,6.423246964,1.75,1.15,4.62,42.86,2.77,78.7,14.35,18.85,4.6,40.29,8.81,27.91,12.25,10.55,3.18,84.96,84.35,94.73,85.83,58.34,70,5.298317367,1.01,8.174984533,11.69,18.06,23.13,33.07,1.18,1.82,2.33,3.33,87.87,1.53,3.64,2.69,2.75,3,2.19,75.47,1.67,32.33,3,6.532334292,94.93,69.16,0.15,9.04,1981,0.12,0.12,255600,316500,389700,727,861,1001,903,25.5,28.1,12.1,0,0,10.06,49.99,38.79,57.39,82.56,2.549445171,2992.8,1.064710737,0,79.79
CA,7,11.13958383,3.14,6.39,75.68,4.4,22.01,12.63,28.1,11.26,4.46,11.13579997,99.51,41974,86.49,0.62,30.79,12.53,8.44,11.24,45225,14606,15525,14912,9.267948685,9.532930989,9346,9841,8.712430973,8.87,5.4,20.16,13.3,6.92,67.12,22.84,16,12.06,24.14,9.44,24.87,13.18,11.31,3.46,79.55,76.18,84.84,79.99,54.57,60.27,7.359467638,3.58,9.128045129,18.82,27.97,37.24,49.59,2.52,3.74,4.98,6.63,78.45,4.34,8.2,6.66,3.13,3.2,2.97,71.83,9.03,36.39,3,7.803435057,89.97,70.28,0.78,20.22,1986,2.27,0.22,129100,149700,176100,428,524,635,580,28.4,28.3,11.8,0,0,13.36,55.92,21.79,76.97,87.89,4.399375273,856.1,0.636576829,0,1189.11
CA,7,10.44482298,3.81,1.05,42.04,1.37,86.08,17.69,35.61,18.2,5.88,10.44482298,100,22515,78.92,0.32,12.74,19.17,15.17,9.15,23262,7104,7949,8209,8.594524534,9.000113046,6427,6376,9.09492952,26.13,44.54,66.39,3.72,12.37,54.41,37.53,10.71,37.41,8.08,8.03,41.12,12.45,10.19,4.18,69.02,62.55,69.81,71.02,42.63,47.08,8.048468744,12.57,9.883335864,18.12,27.16,36.53,50.61,10.34,15.49,20.84,28.86,16.05,36.78,26.17,20.87,3.78,3.78,3.78,30.42,45.97,86.6,1,5.963579344,95.87,30.43,1.8,17.27,1957,6.04,0.87,136200,171200,206800,425,514,617,548,31.5,32.7,12.4,5.252273428,0,57.03,33.52,39.72,82.84,85.61,1.30833282,12958.1,2.378619779,0,867.12
CA,7,11.76289788,2.75,7.89,74.72,6.09,22.57,12.55,28.56,13.63,13.1,11.76289788,100,33453,75.22,0.81,43.89,27.99,7.82,23.1,36720,14522,16294,10091,9.665737849,9.251098364,7449,7651,9.459073694,10.07,7.47,18.79,18.79,6.82,60.96,14.77,18.49,12.94,23.42,9.41,26.16,14.11,11.8,3.12,75.19,69.8,82.83,73.76,59.63,66.18,8.042378005,3.48,9.908276069,18.42,29.07,38.27,46.41,2.88,4.55,5.99,7.26,75.82,6.2,7.88,5.79,2.72,2.62,2.85,56.36,9.61,57.93,2,8.382289429,91.45,58.43,0.46,16.76,1978,3.51,0.37,124900,170200,222900,506,599,698,651,31.9,28.7,11.6,3.850147602,6.675823222,15.65,36.37,31.62,61.84,78.79,3.763522997,3047.5,1.615419984,6.52,1019.98
CA,7,10.42106036,2.99,2.55,86.25,4.62,24.27,12.99,27.63,11.65,7.32,0,0,40256,84.02,0.81,32.55,18.51,7.41,12.86,43616,14298,14564,12244,9.471010895,9.644652055,10295,9750,7.808729307,7.39,9.11,22.94,12.13,7.28,66.15,18.07,19.1,16.68,18.27,10.63,26.59,12.9,11.77,3.39,78.76,75.51,87.82,80.56,57.71,64.98,6.403574198,2.56,8.113726086,9.61,16.38,22.94,32.26,0.96,1.63,2.28,3.21,78.54,3.49,7.54,5.86,2.98,3.03,2.9,61.09,8.65,39.9,3,6.874198495,92.07,60.04,1.04,34.47,1977,3.69,0.07,131800,165400,201000,402,527,656,598,26.8,27.2,11.7,2.48490665,0,9.95,60.77,39.4,58.93,90.99,2.388762789,3378.8,0.405465108,0,698.38
